corridor,state,slope_angle_deg,elevation_m,geology,rainfall_24h_mm,rainfall_72h_accum_mm,soil_saturation_pct,road_curvature_index,drainage_capacity_score,vegetation_loss_index,historical_landslides,heavy_truck_intensity,disruption_prob,disruption_occurred,hazard_type,clearance_time_hours
NH-29,Nagaland,32.98,1569.6,Fractured Shale,62.54,161.01,53.2,5.4,5.7,0.438,1,1877,0.9041,1,Tree Fall & Rock Obstruction,4.2
NH-13,Arunachal Pradesh,57.4,2873.3,Sandstone-Siltstone,24.13,87.69,56.7,6.1,6.0,0.253,4,1465,0.9723,1,Road Subsidence & Edge Collapse,17.5
NH-13,Arunachal Pradesh,47.49,2345.9,Fractured Shale,3.91,37.33,8.5,7.3,6.9,0.187,3,406,0.2435,0,None,0.0
NH-715,Assam,16.09,50.0,Sandstone-Siltstone,127.65,396.09,94.0,6.9,4.0,0.375,3,833,0.99,1,Flash Flood & Highway Waterlogging,15.5
NH-715,Assam,16.85,50.0,Alluvial Silt,87.33,217.19,58.8,4.2,5.3,0.2,1,1584,0.6991,0,None,0.0
NH-715,Assam,17.09,66.1,Fractured Shale,42.51,136.37,38.8,6.1,4.5,0.064,0,100,0.0489,0,None,0.0
NH-10,Sikkim,37.37,1334.6,Fractured Shale,7.48,34.44,13.0,6.1,3.0,0.822,4,2035,0.4269,1,Road Subsidence & Edge Collapse,12.7
NH-102,Manipur,21.11,799.0,Sandstone-Siltstone,0.76,28.61,5.0,5.2,3.3,0.695,1,1231,0.0146,0,None,0.0
NH-27,Assam,8.17,98.3,Sandstone-Siltstone,1.74,13.37,21.8,9.7,1.7,0.133,0,1024,0.01,0,None,0.0
NH-10,Sikkim,47.57,1769.2,Fractured Shale,42.13,110.12,36.0,3.7,5.2,0.445,4,770,0.9767,1,Road Subsidence & Edge Collapse,18.7
NH-208,Tripura,13.27,50.0,Gneiss-Schist,0.54,3.08,16.5,6.6,4.5,0.631,1,1616,0.01,0,None,0.0
NH-29,Nagaland,39.69,934.0,Fractured Shale,169.25,508.51,99.0,4.0,3.3,0.149,5,1134,0.99,1,Major Landslide / Rockfall,13.5
NH-102,Manipur,45.83,1212.0,Fractured Shale,2.51,45.64,28.0,3.1,6.8,0.201,2,904,0.2452,0,None,0.0
NH-13,Arunachal Pradesh,38.0,2294.3,Fractured Shale,11.32,72.84,27.8,3.4,6.1,0.166,6,717,0.4806,1,Road Subsidence & Edge Collapse,24.7
NH-10,Sikkim,40.09,687.3,Fractured Shale,3.27,42.27,29.8,6.5,6.9,0.26,3,1090,0.16,0,None,0.0
NH-715,Assam,27.33,223.3,Sandstone-Siltstone,16.35,74.37,29.2,3.0,5.1,0.678,1,1011,0.1291,1,Tree Fall & Rock Obstruction,16.9
NH-102,Manipur,31.71,650.6,Sandstone-Siltstone,102.22,280.7,65.6,3.5,3.3,0.575,1,1011,0.99,1,Tree Fall & Rock Obstruction,4.6
NH-208,Tripura,13.41,252.4,Fractured Shale,3.46,18.01,31.4,7.7,3.4,0.647,1,1386,0.01,0,None,0.0
NH-27,Assam,19.6,652.2,Fractured Shale,0.33,27.76,20.6,6.5,6.3,0.15,0,1185,0.01,0,None,0.0
NH-208,Tripura,18.36,66.9,Gneiss-Schist,10.49,30.02,5.0,8.1,2.2,0.522,0,1685,0.014,0,None,0.0
NH-29,Nagaland,39.74,1825.0,Sandstone-Siltstone,29.97,80.26,38.4,5.3,4.1,0.379,2,1146,0.6561,0,None,0.0
NH-6,Meghalaya,39.25,1031.5,Fractured Shale,2.41,21.08,27.7,6.4,5.6,0.539,2,1085,0.1337,1,Tree Fall & Rock Obstruction,1.7
NH-10,Sikkim,40.72,744.2,Fractured Shale,8.5,53.93,23.5,5.9,3.2,0.219,2,1267,0.2875,1,Tree Fall & Rock Obstruction,1.2
NH-715,Assam,8.39,700.2,Gneiss-Schist,8.98,61.39,37.9,5.6,4.5,0.435,0,1486,0.01,0,None,0.0
NH-29,Nagaland,41.26,1592.3,Fractured Shale,4.65,31.51,15.5,7.2,2.6,0.741,3,1211,0.4619,0,None,0.0
NH-6,Meghalaya,31.43,1591.0,Sandstone-Siltstone,121.03,277.4,64.3,3.6,3.9,0.697,0,1390,0.99,1,Tree Fall & Rock Obstruction,2.3
NH-715,Assam,15.07,440.6,Sandstone-Siltstone,0.43,14.68,30.6,4.9,8.9,0.439,2,1302,0.01,0,None,0.0
NH-715,Assam,17.3,50.0,Alluvial Silt,66.96,163.77,41.0,9.0,1.9,0.164,1,1375,0.456,0,None,0.0
NH-715,Assam,20.54,342.5,Gneiss-Schist,109.13,267.11,58.4,4.8,6.8,0.761,1,1792,0.9682,1,Tree Fall & Rock Obstruction,3.9
NH-10,Sikkim,52.33,1402.1,Gneiss-Schist,86.12,194.48,50.6,9.6,5.2,0.802,3,896,0.99,1,Major Landslide / Rockfall,20.4
NH-29,Nagaland,39.36,1111.6,Sandstone-Siltstone,17.07,59.29,34.1,5.6,1.0,0.672,4,989,0.793,0,None,0.0
NH-715,Assam,18.25,548.9,Gneiss-Schist,1.19,13.01,5.4,8.1,2.0,0.704,1,456,0.0145,0,None,0.0
NH-208,Tripura,21.2,512.1,Gneiss-Schist,9.64,55.85,36.0,5.3,3.5,0.462,0,1243,0.0383,0,None,0.0
NH-29,Nagaland,44.13,1114.9,Fractured Shale,1.0,18.78,29.0,3.0,3.1,0.396,5,1542,0.5703,1,Road Subsidence & Edge Collapse,12.3
NH-102,Manipur,28.88,1010.1,Alluvial Silt,10.48,40.86,35.9,7.4,4.3,0.325,0,1014,0.0869,0,None,0.0
NH-208,Tripura,11.32,50.7,Limestone Karst,7.38,48.45,6.5,5.5,4.9,0.338,1,1969,0.0191,0,None,0.0
NH-10,Sikkim,48.26,1625.5,Fractured Shale,29.88,83.63,41.4,9.2,9.4,0.36,2,1432,0.7712,1,Tree Fall & Rock Obstruction,1.7
NH-715,Assam,8.0,50.0,Alluvial Silt,6.62,58.0,26.6,7.3,3.7,0.5,0,1182,0.0113,0,None,0.0
NH-29,Nagaland,40.26,2580.7,Sandstone-Siltstone,81.53,270.2,60.3,5.2,2.5,0.297,3,1053,0.99,1,Major Landslide / Rockfall,11.6
NH-13,Arunachal Pradesh,33.4,2147.7,Sandstone-Siltstone,18.09,50.16,20.6,7.7,1.2,0.549,0,1247,0.2062,0,None,0.0
NH-10,Sikkim,36.31,1421.5,Sandstone-Siltstone,95.58,235.68,54.3,2.7,3.7,0.69,4,1360,0.99,1,Major Landslide / Rockfall,13.2
NH-29,Nagaland,36.3,1916.2,Fractured Shale,93.35,255.07,65.9,6.3,1.1,0.201,3,1433,0.99,1,Major Landslide / Rockfall,28.2
NH-102,Manipur,39.13,891.2,Alluvial Silt,4.43,24.2,20.7,7.9,3.5,0.665,6,1713,0.5364,0,None,0.0
NH-715,Assam,19.47,60.5,Gneiss-Schist,83.18,280.89,65.9,5.1,1.5,0.526,2,1944,0.9747,1,Tree Fall & Rock Obstruction,2.5
NH-6,Meghalaya,34.4,1249.2,Sandstone-Siltstone,7.25,28.75,5.0,5.0,1.5,0.515,0,1082,0.0874,0,None,0.0
NH-715,Assam,19.74,50.0,Gneiss-Schist,144.8,467.11,92.0,2.3,6.1,0.055,1,1143,0.99,1,Flash Flood & Highway Waterlogging,10.3
NH-6,Meghalaya,43.77,1481.6,Gneiss-Schist,4.72,41.06,24.3,8.9,5.2,0.753,4,1108,0.6013,1,Road Subsidence & Edge Collapse,27.7
NH-13,Arunachal Pradesh,48.96,2159.4,Fractured Shale,91.83,247.03,35.2,6.0,4.0,0.072,1,837,0.99,1,Major Landslide / Rockfall,44.7
NH-10,Sikkim,36.0,1047.2,Fractured Shale,3.74,24.74,27.0,6.7,5.3,0.488,5,1114,0.2213,1,Road Subsidence & Edge Collapse,18.2
NH-102,Manipur,30.65,814.7,Alluvial Silt,3.06,22.04,15.5,7.1,3.8,0.249,1,1283,0.062,0,None,0.0
NH-29,Nagaland,41.36,1672.9,Alluvial Silt,7.13,37.17,17.2,7.0,5.9,0.309,3,854,0.2858,0,None,0.0
NH-29,Nagaland,33.99,1260.7,Limestone Karst,7.86,46.67,23.1,7.4,3.5,0.274,0,528,0.1643,0,None,0.0
NH-6,Meghalaya,40.39,1325.9,Fractured Shale,3.0,33.11,9.1,8.2,6.7,0.446,6,1362,0.2968,0,None,0.0
NH-102,Manipur,33.82,1219.6,Sandstone-Siltstone,78.52,213.01,40.7,7.0,5.0,0.647,2,1568,0.9785,1,Tree Fall & Rock Obstruction,1.5
NH-208,Tripura,20.89,194.2,Gneiss-Schist,48.77,128.86,45.2,3.9,6.8,0.597,1,1018,0.2897,1,Tree Fall & Rock Obstruction,2.9
NH-13,Arunachal Pradesh,51.81,1885.1,Sandstone-Siltstone,0.96,3.03,22.1,4.4,3.0,0.315,2,1883,0.4822,1,Tree Fall & Rock Obstruction,1.4
NH-6,Meghalaya,42.74,1392.8,Gneiss-Schist,22.37,64.93,21.0,5.0,2.3,0.448,7,1465,0.8758,0,None,0.0
NH-6,Meghalaya,36.83,1531.1,Fractured Shale,0.56,10.01,25.0,4.5,2.5,0.577,3,374,0.1781,0,None,0.0
NH-13,Arunachal Pradesh,51.31,2496.8,Fractured Shale,47.24,138.65,49.6,7.4,5.6,0.641,2,1601,0.99,1,Tree Fall & Rock Obstruction,1.0
NH-10,Sikkim,42.41,973.4,Fractured Shale,18.64,61.26,6.0,5.3,4.3,0.482,2,2024,0.433,1,Tree Fall & Rock Obstruction,1.5
NH-29,Nagaland,38.2,1332.4,Sandstone-Siltstone,63.48,215.51,61.3,7.5,5.0,0.31,6,1041,0.99,1,Major Landslide / Rockfall,19.9
NH-10,Sikkim,53.7,991.5,Fractured Shale,155.48,332.55,73.7,4.3,8.5,0.511,3,1272,0.99,1,Major Landslide / Rockfall,19.9
NH-102,Manipur,18.72,756.3,Alluvial Silt,101.79,253.06,70.3,9.4,1.0,0.549,0,1755,0.9477,0,None,0.0
NH-208,Tripura,23.7,241.5,Fractured Shale,32.91,111.83,44.9,4.7,7.2,0.177,1,2126,0.0732,0,None,0.0
NH-715,Assam,10.97,273.3,Sandstone-Siltstone,141.76,351.76,78.3,5.3,4.9,0.251,1,1221,0.99,1,Flash Flood & Highway Waterlogging,13.9
NH-27,Assam,8.0,395.3,Limestone Karst,166.52,426.78,94.8,8.4,7.1,0.333,0,1377,0.9834,1,Flash Flood & Highway Waterlogging,6.8
NH-27,Assam,13.7,52.6,Sandstone-Siltstone,56.18,167.43,50.8,6.4,1.1,0.13,0,1720,0.2626,0,None,0.0
NH-27,Assam,8.0,50.0,Fractured Shale,0.17,33.31,33.5,5.3,3.6,0.687,0,1847,0.01,0,None,0.0
NH-13,Arunachal Pradesh,44.7,2400.8,Fractured Shale,4.76,25.88,23.5,5.9,6.0,0.243,3,610,0.2466,0,None,0.0
NH-6,Meghalaya,32.48,1447.7,Gneiss-Schist,1.59,18.08,13.8,6.3,3.6,0.636,0,1487,0.0609,1,Tree Fall & Rock Obstruction,3.5
NH-208,Tripura,16.56,138.0,Fractured Shale,3.64,15.82,13.3,5.0,5.9,0.406,0,1188,0.01,0,None,0.0
NH-10,Sikkim,39.77,815.0,Limestone Karst,123.82,266.83,57.7,4.4,7.4,0.665,4,1330,0.99,1,Major Landslide / Rockfall,20.2
NH-715,Assam,25.41,50.0,Sandstone-Siltstone,73.21,199.5,50.1,6.4,7.3,0.626,0,1741,0.7981,1,Tree Fall & Rock Obstruction,5.4
NH-29,Nagaland,53.68,1141.9,Gneiss-Schist,0.68,33.69,49.2,2.6,1.0,0.347,3,794,0.8594,1,Tree Fall & Rock Obstruction,5.9
NH-27,Assam,8.0,224.6,Sandstone-Siltstone,10.11,62.43,30.6,1.9,2.6,0.656,4,748,0.0231,0,None,0.0
NH-10,Sikkim,48.54,1071.0,Limestone Karst,4.78,22.38,41.9,4.0,2.6,0.744,3,2174,0.7134,1,Tree Fall & Rock Obstruction,1.2
NH-27,Assam,17.58,50.0,Sandstone-Siltstone,51.18,142.22,52.2,7.0,6.1,0.749,1,1345,0.3439,0,None,0.0
NH-208,Tripura,21.53,50.0,Gneiss-Schist,10.23,53.24,20.5,5.8,7.6,0.421,2,1656,0.0243,0,None,0.0
NH-27,Assam,8.0,388.1,Alluvial Silt,17.36,57.57,27.9,9.9,2.7,0.468,1,1989,0.021,0,None,0.0
NH-29,Nagaland,40.41,1422.4,Alluvial Silt,10.98,43.0,22.9,9.4,3.5,0.166,6,838,0.5301,1,Road Subsidence & Edge Collapse,29.6
NH-715,Assam,10.14,121.1,Fractured Shale,319.59,650.0,99.0,4.1,7.7,0.484,3,1096,0.99,1,Flash Flood & Highway Waterlogging,5.4
NH-102,Manipur,29.27,729.4,Fractured Shale,1.37,9.57,20.6,3.3,6.8,0.123,0,1222,0.01,0,None,0.0
NH-102,Manipur,24.14,454.8,Fractured Shale,147.13,303.21,99.0,3.6,5.2,0.759,2,929,0.99,1,Tree Fall & Rock Obstruction,5.8
NH-208,Tripura,17.25,50.0,Fractured Shale,0.78,39.36,30.5,8.6,10.0,0.122,1,1519,0.01,0,None,0.0
NH-102,Manipur,22.23,838.5,Alluvial Silt,100.6,252.12,57.1,9.2,5.3,0.364,0,1042,0.8986,1,Tree Fall & Rock Obstruction,2.9
NH-13,Arunachal Pradesh,48.7,2287.8,Fractured Shale,1.94,30.48,18.1,8.2,4.1,0.69,4,887,0.7355,1,Road Subsidence & Edge Collapse,23.4
NH-6,Meghalaya,29.88,1293.5,Fractured Shale,281.87,650.0,99.0,6.1,1.0,0.384,2,1216,0.99,1,Mudslide & Debris Flow,9.5
NH-13,Arunachal Pradesh,51.34,1984.5,Fractured Shale,32.93,104.69,32.3,5.7,1.0,0.258,5,1633,0.99,1,Road Subsidence & Edge Collapse,20.1
NH-10,Sikkim,40.58,749.0,Limestone Karst,12.62,47.34,19.2,6.1,8.5,0.604,4,1310,0.4034,0,None,0.0
NH-13,Arunachal Pradesh,51.89,2214.5,Alluvial Silt,24.74,78.23,39.6,5.9,1.2,0.295,4,1181,0.9267,1,Road Subsidence & Edge Collapse,29.4
NH-10,Sikkim,52.03,961.0,Sandstone-Siltstone,2.12,25.02,15.1,4.9,4.2,0.738,4,866,0.7773,0,None,0.0
NH-10,Sikkim,55.33,1596.2,Gneiss-Schist,13.53,78.21,10.1,6.8,2.8,0.116,2,1405,0.8016,1,Tree Fall & Rock Obstruction,3.8
NH-6,Meghalaya,21.57,1445.0,Gneiss-Schist,320.0,650.0,99.0,3.9,1.0,0.089,1,1291,0.99,1,Tree Fall & Rock Obstruction,1.4
NH-29,Nagaland,36.58,1668.6,Gneiss-Schist,146.31,340.88,84.0,6.6,7.3,0.215,4,1366,0.99,1,Major Landslide / Rockfall,7.6
NH-715,Assam,13.03,50.0,Fractured Shale,69.29,146.11,37.5,5.9,5.3,0.586,0,1026,0.1615,0,None,0.0
NH-208,Tripura,20.99,180.4,Gneiss-Schist,4.69,45.3,28.6,8.3,2.5,0.624,0,165,0.0357,0,None,0.0
NH-6,Meghalaya,27.27,1132.8,Sandstone-Siltstone,114.72,297.38,53.6,8.0,3.9,0.142,0,926,0.9891,1,Tree Fall & Rock Obstruction,1.9
NH-208,Tripura,11.62,50.0,Gneiss-Schist,32.98,69.5,11.4,4.5,3.3,0.574,1,1492,0.0266,0,None,0.0
NH-102,Manipur,32.85,954.5,Sandstone-Siltstone,84.37,263.46,53.7,4.9,2.8,0.326,0,1526,0.9859,1,Tree Fall & Rock Obstruction,3.7
NH-102,Manipur,32.55,1121.1,Limestone Karst,1.46,2.89,19.0,8.4,7.9,0.38,2,1326,0.0797,0,None,0.0
NH-13,Arunachal Pradesh,52.45,1616.3,Gneiss-Schist,1.61,18.24,12.2,6.5,4.2,0.175,5,1215,0.6221,1,Road Subsidence & Edge Collapse,20.3
NH-10,Sikkim,47.88,1050.3,Sandstone-Siltstone,5.59,24.3,15.6,7.5,1.5,0.698,1,897,0.5724,1,Tree Fall & Rock Obstruction,6.8
NH-27,Assam,14.2,632.6,Alluvial Silt,4.9,49.55,22.0,5.6,4.9,0.562,0,1119,0.0164,0,None,0.0
NH-27,Assam,13.26,223.8,Sandstone-Siltstone,8.39,52.81,13.3,2.7,6.3,0.27,0,1429,0.01,0,None,0.0
NH-208,Tripura,18.36,581.3,Fractured Shale,5.91,18.05,31.9,7.7,2.7,0.381,2,1895,0.01,0,None,0.0
NH-10,Sikkim,49.32,1009.8,Sandstone-Siltstone,3.03,36.83,38.6,5.8,7.3,0.366,5,174,0.6794,0,None,0.0
NH-208,Tripura,8.0,50.0,Sandstone-Siltstone,0.48,11.77,24.9,7.9,6.8,0.569,0,1600,0.01,0,None,0.0
NH-6,Meghalaya,48.04,1690.0,Fractured Shale,7.11,50.58,36.7,6.6,3.6,0.375,6,1212,0.9042,1,Road Subsidence & Edge Collapse,24.2
NH-29,Nagaland,27.67,1687.1,Gneiss-Schist,34.31,127.6,39.9,9.2,1.4,0.255,1,884,0.4601,1,Tree Fall & Rock Obstruction,2.1
NH-715,Assam,8.0,66.7,Alluvial Silt,0.67,10.17,18.5,9.2,6.7,0.292,1,100,0.01,0,None,0.0
NH-6,Meghalaya,36.53,1021.2,Sandstone-Siltstone,66.89,182.79,52.1,4.0,7.5,0.253,2,100,0.9253,1,Major Landslide / Rockfall,15.2
NH-10,Sikkim,49.37,1547.1,Sandstone-Siltstone,2.35,43.85,23.7,4.6,2.9,0.868,2,1283,0.7677,1,Tree Fall & Rock Obstruction,1.7
NH-10,Sikkim,25.53,1953.1,Fractured Shale,0.28,20.41,27.0,6.8,3.8,0.568,1,1522,0.0136,0,None,0.0
NH-29,Nagaland,41.82,1028.4,Alluvial Silt,62.19,176.51,38.3,6.9,6.0,0.14,0,1095,0.8532,1,Major Landslide / Rockfall,7.6
NH-208,Tripura,23.15,541.1,Gneiss-Schist,63.59,223.03,63.6,3.5,7.6,0.166,1,1070,0.6996,1,Tree Fall & Rock Obstruction,1.0
NH-13,Arunachal Pradesh,56.46,2059.5,Sandstone-Siltstone,137.95,404.36,99.0,7.5,8.7,0.29,4,1523,0.99,1,Major Landslide / Rockfall,14.9
NH-13,Arunachal Pradesh,45.47,2100.0,Gneiss-Schist,48.33,141.46,37.4,7.4,3.0,0.5,4,1280,0.9752,1,Road Subsidence & Edge Collapse,8.3
NH-29,Nagaland,40.04,1580.9,Fractured Shale,0.86,27.91,10.7,4.6,6.5,0.338,0,638,0.0327,0,None,0.0
NH-13,Arunachal Pradesh,46.0,1838.3,Fractured Shale,58.53,141.45,52.3,9.3,5.9,0.239,6,1476,0.99,1,Road Subsidence & Edge Collapse,8.8
NH-27,Assam,9.45,68.9,Fractured Shale,3.0,39.21,27.3,4.3,6.6,0.116,1,1870,0.01,0,None,0.0
NH-13,Arunachal Pradesh,43.29,1716.6,Fractured Shale,32.31,98.8,35.8,8.5,1.6,0.564,3,520,0.954,1,Tree Fall & Rock Obstruction,3.3
NH-13,Arunachal Pradesh,44.22,2342.8,Sandstone-Siltstone,91.64,247.62,54.5,4.4,5.6,0.248,5,1423,0.99,1,Major Landslide / Rockfall,12.4
NH-13,Arunachal Pradesh,52.82,2870.1,Gneiss-Schist,25.18,76.93,33.2,9.0,1.0,0.141,1,879,0.8713,1,Tree Fall & Rock Obstruction,5.0
NH-27,Assam,12.86,50.0,Sandstone-Siltstone,76.14,184.04,48.5,1.0,7.7,0.278,0,1020,0.2247,0,None,0.0
NH-208,Tripura,21.2,69.4,Sandstone-Siltstone,52.44,173.94,48.2,8.5,5.5,0.345,1,1067,0.4539,1,Tree Fall & Rock Obstruction,0.9
NH-13,Arunachal Pradesh,51.39,2164.2,Fractured Shale,18.6,82.64,34.5,9.4,5.0,0.213,2,1064,0.8566,1,Tree Fall & Rock Obstruction,2.4
NH-102,Manipur,36.58,1245.9,Gneiss-Schist,0.29,30.65,16.4,7.4,4.4,0.317,4,1378,0.1862,0,None,0.0
NH-27,Assam,17.71,201.7,Fractured Shale,89.13,221.49,47.5,3.8,8.2,0.606,1,1333,0.8085,1,Tree Fall & Rock Obstruction,3.5
NH-29,Nagaland,30.68,1776.1,Gneiss-Schist,5.85,53.72,12.6,6.6,2.2,0.318,0,1246,0.0717,0,None,0.0
NH-6,Meghalaya,32.45,1248.1,Sandstone-Siltstone,26.99,83.98,25.3,3.6,5.0,0.363,1,1008,0.2273,0,None,0.0
NH-29,Nagaland,40.5,1630.1,Fractured Shale,2.22,17.46,15.4,6.2,8.1,0.552,4,1440,0.1366,0,None,0.0
NH-6,Meghalaya,37.85,389.7,Sandstone-Siltstone,5.75,54.13,31.8,6.2,4.3,0.63,2,1008,0.3451,0,None,0.0
NH-715,Assam,10.64,295.2,Gneiss-Schist,157.94,486.59,99.0,7.0,9.6,0.737,0,1058,0.99,1,Flash Flood & Highway Waterlogging,9.7
NH-29,Nagaland,47.93,1134.7,Sandstone-Siltstone,96.33,260.7,34.0,5.4,8.4,0.3,2,445,0.99,1,Major Landslide / Rockfall,36.1
NH-102,Manipur,44.87,851.7,Sandstone-Siltstone,0.56,8.26,16.6,2.9,7.5,0.342,3,1730,0.1694,1,Tree Fall & Rock Obstruction,3.8
NH-6,Meghalaya,39.21,1623.6,Fractured Shale,72.37,235.33,61.0,6.8,5.1,0.748,8,1080,0.99,1,Major Landslide / Rockfall,11.6
NH-6,Meghalaya,38.55,939.2,Sandstone-Siltstone,10.44,52.48,22.1,4.9,9.0,0.651,2,1333,0.193,0,None,0.0
NH-10,Sikkim,50.52,1526.8,Alluvial Silt,147.53,455.04,95.7,2.9,8.9,0.654,6,928,0.99,1,Major Landslide / Rockfall,38.6
NH-6,Meghalaya,25.87,1362.7,Sandstone-Siltstone,94.73,283.33,67.0,5.9,2.9,0.508,2,625,0.99,1,Tree Fall & Rock Obstruction,4.8
NH-6,Meghalaya,38.19,1835.9,Fractured Shale,59.91,159.8,40.9,7.5,7.0,0.639,3,1660,0.9714,1,Tree Fall & Rock Obstruction,2.0
NH-10,Sikkim,51.36,929.1,Gneiss-Schist,5.28,20.48,20.9,7.1,5.0,0.284,4,1661,0.6015,0,None,0.0
NH-13,Arunachal Pradesh,45.82,1656.2,Fractured Shale,3.02,40.02,7.1,5.4,5.6,0.43,1,675,0.192,0,None,0.0
NH-13,Arunachal Pradesh,42.03,2191.3,Alluvial Silt,72.21,248.12,51.6,6.3,3.8,0.073,2,1757,0.9799,1,Major Landslide / Rockfall,16.6
NH-10,Sikkim,43.79,1376.1,Alluvial Silt,16.59,57.25,22.8,7.9,7.6,0.228,3,1540,0.403,1,Tree Fall & Rock Obstruction,1.8
NH-27,Assam,11.61,281.3,Sandstone-Siltstone,17.89,52.12,19.0,2.9,9.2,0.216,0,757,0.01,0,None,0.0
NH-715,Assam,9.09,50.0,Alluvial Silt,1.87,29.1,12.0,6.8,3.9,0.362,0,1397,0.01,0,None,0.0
NH-6,Meghalaya,51.63,912.6,Fractured Shale,34.03,98.85,38.8,4.3,3.5,0.36,8,596,0.99,1,Road Subsidence & Edge Collapse,11.6
NH-6,Meghalaya,34.89,1306.3,Fractured Shale,57.96,160.56,35.6,6.2,5.9,0.715,0,1074,0.8849,1,Tree Fall & Rock Obstruction,5.2
NH-10,Sikkim,37.5,1354.9,Fractured Shale,53.11,161.38,60.6,10.0,5.8,0.65,3,1650,0.9814,1,Tree Fall & Rock Obstruction,4.6
NH-10,Sikkim,44.39,1339.7,Gneiss-Schist,100.03,301.33,61.7,9.7,3.6,0.283,2,1521,0.99,1,Major Landslide / Rockfall,30.9
NH-27,Assam,17.9,551.6,Sandstone-Siltstone,44.27,138.82,36.6,5.7,6.8,0.254,0,1746,0.0812,0,None,0.0
NH-102,Manipur,32.11,838.0,Fractured Shale,14.32,33.93,12.1,8.0,6.4,0.261,0,1253,0.0146,0,None,0.0
NH-13,Arunachal Pradesh,53.16,1646.5,Fractured Shale,13.69,63.18,15.8,3.9,6.3,0.284,9,1318,0.9679,1,Road Subsidence & Edge Collapse,24.8
NH-29,Nagaland,36.34,1859.0,Alluvial Silt,6.99,36.59,25.5,6.7,8.4,0.151,5,1346,0.1925,1,Road Subsidence & Edge Collapse,10.2
NH-102,Manipur,41.67,1008.6,Fractured Shale,1.5,29.04,10.1,5.3,6.4,0.781,2,718,0.184,0,None,0.0
NH-208,Tripura,21.65,204.7,Fractured Shale,7.99,56.02,26.0,7.3,4.7,0.586,0,1595,0.0108,0,None,0.0
NH-13,Arunachal Pradesh,56.81,2430.1,Fractured Shale,73.31,192.58,57.4,4.1,4.8,0.624,5,1598,0.99,1,Major Landslide / Rockfall,13.9
NH-6,Meghalaya,40.37,1779.1,Fractured Shale,94.0,306.19,58.9,6.4,1.2,0.681,5,1157,0.99,1,Major Landslide / Rockfall,17.0
NH-208,Tripura,23.36,113.1,Fractured Shale,271.86,650.0,99.0,7.9,3.3,0.371,0,1537,0.99,1,Tree Fall & Rock Obstruction,1.8
NH-102,Manipur,26.33,1303.0,Sandstone-Siltstone,8.31,37.65,36.0,2.2,7.8,0.623,1,689,0.0344,0,None,0.0
NH-10,Sikkim,41.81,1365.6,Sandstone-Siltstone,18.79,68.68,13.4,9.2,7.6,0.685,3,1663,0.4951,0,None,0.0
NH-27,Assam,20.75,50.0,Sandstone-Siltstone,12.96,64.53,31.2,5.1,6.0,0.375,0,1145,0.0177,0,None,0.0
NH-13,Arunachal Pradesh,60.14,2130.0,Gneiss-Schist,54.71,140.44,26.8,2.4,5.3,0.323,8,1339,0.99,1,Road Subsidence & Edge Collapse,17.8
NH-27,Assam,8.0,265.0,Alluvial Silt,137.05,350.39,80.3,7.2,2.6,0.101,2,694,0.9758,1,Flash Flood & Highway Waterlogging,2.2
NH-208,Tripura,19.62,50.0,Fractured Shale,36.29,137.52,46.1,3.7,1.8,0.276,0,1756,0.1705,0,None,0.0
NH-13,Arunachal Pradesh,47.2,2465.9,Fractured Shale,2.38,4.59,10.2,3.1,5.3,0.1,3,864,0.1612,0,None,0.0
NH-715,Assam,10.47,142.5,Fractured Shale,1.07,35.42,6.7,3.2,5.8,0.576,0,1305,0.01,0,None,0.0
NH-715,Assam,16.85,209.5,Sandstone-Siltstone,96.71,257.35,53.1,6.5,2.8,0.374,0,1510,0.9113,1,Tree Fall & Rock Obstruction,0.6
NH-102,Manipur,39.42,1382.2,Fractured Shale,4.08,47.16,16.6,6.1,4.8,0.659,4,1448,0.397,1,Road Subsidence & Edge Collapse,17.5
NH-6,Meghalaya,40.94,1507.0,Gneiss-Schist,8.8,56.31,18.0,6.3,7.8,0.275,2,720,0.196,1,Tree Fall & Rock Obstruction,2.5
NH-715,Assam,12.92,116.4,Sandstone-Siltstone,3.1,43.91,5.0,5.5,5.9,0.483,0,1734,0.01,0,None,0.0
NH-715,Assam,18.35,70.2,Gneiss-Schist,138.67,305.72,56.2,4.8,5.2,0.445,1,1701,0.9872,1,Flash Flood & Highway Waterlogging,7.9
NH-29,Nagaland,39.66,1459.6,Sandstone-Siltstone,6.78,22.18,11.5,7.3,3.4,0.686,2,1315,0.2604,0,None,0.0
NH-27,Assam,14.68,173.7,Sandstone-Siltstone,4.03,22.01,17.8,6.4,9.1,0.272,2,540,0.01,0,None,0.0
NH-27,Assam,21.08,489.0,Alluvial Silt,5.25,19.58,10.4,2.3,8.6,0.106,1,1035,0.01,0,None,0.0
NH-715,Assam,8.0,50.0,Fractured Shale,9.78,40.53,26.0,5.1,5.0,0.219,1,1065,0.01,0,None,0.0
NH-29,Nagaland,47.18,1293.8,Sandstone-Siltstone,2.66,17.52,11.3,3.0,1.4,0.472,4,813,0.6107,1,Road Subsidence & Edge Collapse,17.9
NH-27,Assam,8.0,465.5,Fractured Shale,50.35,156.34,47.9,6.9,7.1,0.332,0,1055,0.0245,0,None,0.0
